Group,Subjects,Time_coverage_1,Time_coverage_2,Time_coverage_3,Time_coverage_4,Time_coverage_5,Time_coverage_6,Time_coverage_7,Time_coverage_8,Time_coverage_9,Duration_1,Duration_2,Duration_3,Duration_4,Duration_5,Duration_6,Duration_7,Duration_8,Duration_9,Occurrence_1,Occurrence_2,Occurrence_3,Occurrence_4,Occurrence_5,Occurrence_6,Occurrence_7,Occurrence_8,Occurrence_9
2,90,8.24656393169513,9.4960433152853,12.9112869637651,12.0783007080383,7.74677217825906,10.3706788837984,11.3702623906706,12.7030403998334,15.0770512286547,0.0244444444444445,0.0245161290322581,0.0300387596899225,0.0287698412698413,0.0254098360655738,0.0280405405405406,0.0274096385542169,0.0306224899598394,0.0327898550724638,135,155,172,168,122,148,166,166,184
2,91,8.28821324448147,9.66264056643065,10.5372761349438,9.74593919200333,9.12119950020825,10.1207830070804,12.2448979591837,13.7442732194919,16.5347771761766,0.0271857923497268,0.0251082251082251,0.0255555555555556,0.0246835443037975,0.0241721854304636,0.0268211920529801,0.0281609195402299,0.0289473684210526,0.0300757575757576,122,154,165,158,151,151,174,190,220
2,92,8.24656393169513,9.70428987921699,11.5785089546022,10.4123281965848,11.5785089546022,8.49645980841316,11.4952103290296,14.5356101624323,13.9108704706372,0.0237410071942446,0.0216945996275605,0.026937984496124,0.0232774674115456,0.0230514096185738,0.0236111111111111,0.0261363636363636,0.026929012345679,0.0267628205128205,139,179,172,179,201,144,176,216,208
2,93,7.20533111203665,7.33027905039567,15.5351936693045,10.8288213244481,8.07996668054977,9.57934194085798,10.0374843815077,15.3685964181591,16.0349854227405,0.025072463768116,0.0218905472636816,0.0285168195718655,0.0251937984496124,0.0236009732360097,0.0275779376498801,0.0252620545073375,0.0318652849740933,0.0320833333333333,115,134,218,172,137,139,159,193,200
2,94,7.99666805497709,10.2873802582257,11.7034568929613,10.4539775093711,11.1620158267389,8.41316118284048,9.91253644314869,16.3681799250312,13.6609745939192,0.0258064516129032,0.0278153153153153,0.0296413502109705,0.0252008032128514,0.0274028629856851,0.0275956284153006,0.0291666666666667,0.0350267379679144,0.0310606060606061,124,148,158,166,163,122,136,187,176
2,95,7.66347355268638,10.0374843815077,7.28862973760933,10.9954185755935,10.1207830070804,11.6618075801749,11.0370678883798,16.4098292378176,14.7855060391504,0.0239583333333333,0.02243947858473,0.0229658792650919,0.0240437158469945,0.0232758620689655,0.0272904483430799,0.0277777777777778,0.0309748427672956,0.0287216828478964,128,179,127,183,174,171,159,212,206
2,96,7.08038317367763,10.9954185755935,12.28654727197,11.2869637650979,9.57934194085798,8.7463556851312,10.1624323198667,15.6184922948771,14.2440649729279,0.0246376811594203,0.0268292682926829,0.0303497942386831,0.0265686274509804,0.0238095238095238,0.0236486486486487,0.0278538812785388,0.0318877551020408,0.0292307692307692,115,164,162,170,161,148,146,196,195
2,97,5.66430653894211,10.9537692628072,13.7859225322782,9.91253644314869,10.0374843815077,10.1624323198667,7.91336942940441,16.2432319866722,15.3269471053728,0.0273092369477912,0.0280982905982906,0.0328373015873016,0.0271689497716895,0.0271396396396397,0.0282407407407408,0.0249343832020997,0.0328282828282828,0.0329749103942652,83,156,168,146,148,144,127,198,186
2,98,7.24698042482299,11.3286130778842,12.7863390254061,11.4119117034569,9.87088713036235,10.079133694294,9.62099125364431,12.28654727197,15.3685964181591,0.0233870967741936,0.0271457085828343,0.031010101010101,0.0268627450980392,0.0248427672955975,0.0265350877192983,0.0267361111111111,0.0277777777777778,0.03203125,124,167,165,170,159,152,144,177,192
2,99,7.99666805497709,7.7884214910454,14.618908788005,8.78800499791753,8.57975843398584,11.0787172011662,9.32944606413994,15.9100374843815,15.9100374843815,0.0253968253968254,0.0247354497354497,0.030952380952381,0.0234444444444445,0.022008547008547,0.0301587301587302,0.0259259259259259,0.0323181049069374,0.0324829931972789,126,126,189,150,156,147,144,197,196
2,100,9.87088713036235,9.99583506872137,10.9954185755935,9.45439400249896,10.4123281965848,8.62140774677218,11.5368596418159,15.6601416076635,13.4110787172012,0.0253205128205128,0.0228571428571429,0.0245810055865922,0.0255630630630631,0.0220458553791887,0.0225490196078432,0.0269980506822612,0.0282282282282282,0.0265676567656766,156,175,179,148,189,153,171,222,202
3,1,8.03831736776343,10.9954185755935,16.9929196168263,8.87130362349021,7.83007080383174,10.9537692628072,8.57975843398584,13.6193252811329,14.1191170345689,0.0229761904761905,0.025,0.0291845493562232,0.0216463414634146,0.0217592592592593,0.0230701754385965,0.0262086513994911,0.0309659090909091,0.0274271844660194,140,176,233,164,144,190,131,176,206
3,2,7.37192836318201,8.03831736776343,10.2873802582257,5.62265722615577,10.1624323198667,9.53769262807164,14.2024156601416,20.2415660141608,14.5356101624323,0.0301020408163265,0.0277298850574713,0.030952380952381,0.0267857142857143,0.0301234567901235,0.0320728291316527,0.0355208333333333,0.0485029940119761,0.0375268817204301,98,116,133,84,135,119,160,167,155
3,3,5.74760516451479,12.1199500208247,14.5772594752187,10.5372761349438,6.78883798417326,10.079133694294,9.95418575593503,14.3273635985006,15.8683881715952,0.0267441860465116,0.0292168674698795,0.0325884543761639,0.0249506903353057,0.0232193732193732,0.027816091954023,0.0301767676767677,0.0341269841269841,0.031592039800995,86,166,179,169,117,145,132,168,201
3,4,9.53769262807164,6.87213660974594,12.9529362765514,9.24614743856726,9.99583506872137,9.74593919200333,10.3290295710121,14.868804664723,16.4514785506039,0.0291348600508906,0.0227272727272727,0.0292843691148776,0.0268115942028986,0.0253164556962025,0.0246835443037975,0.0289044289044289,0.0308290155440415,0.0327529021558872,131,121,177,138,158,158,143,193,201
3,5,6.99708454810496,7.20533111203665,13.4943773427738,11.7451062057476,10.4539775093711,10.3290295710121,13.2861307788421,11.6618075801749,14.7855060391504,0.0266666666666667,0.023252688172043,0.028421052631579,0.0251336898395722,0.0252008032128514,0.0256728778467909,0.0287387387387387,0.0260707635009311,0.0279088050314465,105,124,190,187,166,161,185,179,212
3,6,8.66305705955852,9.99583506872137,16.6597251145356,9.78758850478967,6.28904623073719,10.2873802582257,11.7451062057476,13.2444814660558,13.2861307788421,0.0320987654320988,0.0239520958083832,0.0314465408805032,0.0241769547325103,0.0211484593837535,0.0265591397849463,0.0284848484848485,0.0308139534883721,0.0275474956822107,108,167,212,162,119,155,165,172,193
3,7,9.91253644314869,9.41274468971262,9.78758850478967,10.0374843815077,8.7463556851312,12.3281965847564,9.53769262807164,15.0770512286547,15.1603498542274,0.0327823691460055,0.0274939172749392,0.0271990740740741,0.0257478632478633,0.0246478873239437,0.0302658486707567,0.031029810298103,0.036127744510978,0.0329710144927536,121,137,144,156,142,163,123,167,184
3,8,10.2457309454394,9.03790087463557,10.9121199500208,10.7038733860891,9.53769262807164,10.4956268221574,8.99625156184923,14.2024156601416,15.8683881715952,0.0286713286713287,0.0246031746031746,0.0281720430107527,0.0258032128514056,0.0257882882882883,0.0285714285714286,0.0297520661157025,0.0322916666666667,0.0302380952380952,143,147,155,166,148,147,121,176,210
3,9,9.45439400249896,7.16368179925031,16.2015826738859,13.6609745939192,9.03790087463557,8.78800499791753,8.32986255726781,14.1191170345689,13.2444814660558,0.0253914988814318,0.0206235011990408,0.0288148148148148,0.0240822320117474,0.022463768115942,0.0237612612612613,0.0248756218905473,0.0303763440860215,0.0254807692307692,149,139,225,227,161,148,134,186,208
3,10,10.9954185755935,8.45481049562682,10.1207830070804,8.78800499791753,7.66347355268638,13.1611828404831,10.7455226988755,15.4518950437318,14.618908788005,0.0269938650306749,0.0243405275779377,0.027,0.0232891832229581,0.0223844282238443,0.0302681992337165,0.0272151898734177,0.0328900709219858,0.0312834224598931,163,139,150,151,137,174,158,188,187
3,11,9.37109537692628,8.07996668054977,12.9112869637651,9.2877967513536,8.82965431070387,7.41357767596835,14.0358184089963,13.0778842149105,16.9929196168263,0.0264084507042254,0.0214128035320088,0.0283882783882784,0.0214836223506744,0.0227956989247312,0.0233595800524934,0.0295614035087719,0.0272569444444445,0.0313364055299539,142,151,182,173,155,127,190,192,217
3,12,9.2877967513536,10.6622240733028,14.493960849646,8.91295293627655,8.37151187005414,10.8288213244481,11.6201582673886,13.0778842149105,12.7446897126197,0.0275308641975309,0.0250980392156863,0.0315217391304348,0.0227176220806794,0.0239285714285714,0.0285087719298246,0.0301948051948052,0.0311507936507937,0.0289772727272727,135,170,184,157,140,152,154,168,176
3,13,8.37151187005414,10.079133694294,12.161599333611,12.6197417742607,8.7463556851312,10.8288213244481,10.4539775093711,10.079133694294,16.6597251145356,0.0272357723577236,0.0245934959349594,0.0278095238095238,0.0272972972972973,0.028,0.0288888888888889,0.0326822916666667,0.0284037558685446,0.033167495854063,123,164,175,185,125,150,128,142,201
3,14,10.5372761349438,6.37234485630987,13.9525197834236,9.87088713036235,10.1207830070804,10.7871720116618,9.87088713036235,16.7013744273219,11.7867555185339,0.0260288065843622,0.023394495412844,0.0293859649122807,0.025483870967742,0.0236842105263158,0.0264826175869121,0.0272413793103448,0.0295722713864307,0.0263500931098697,162,109,190,155,171,163,145,226,179
3,15,6.66389004581424,11.911703456893,15.1187005414411,11.4535610162432,8.87130362349021,9.41274468971262,7.53852561432736,13.5776759683465,15.4518950437318,0.0256410256410256,0.0270833333333333,0.0351744186046512,0.0260416666666667,0.023202614379085,0.0267139479905437,0.0271771771771772,0.0319607843137255,0.0290297339593114,104,176,172,176,153,141,111,170,213
3,16,9.57934194085798,6.33069554352353,13.6609745939192,10.079133694294,10.2457309454394,10.1207830070804,10.7038733860891,16.7430237401083,12.536443148688,0.0299479166666667,0.0250825082508251,0.0319688109161793,0.0265350877192983,0.02751677852349,0.0279310344827586,0.0314950980392157,0.038728323699422,0.0315513626834382,128,101,171,152,149,145,136,173,159
3,17,10.2873802582257,6.58059142024157,7.66347355268638,9.87088713036235,8.57975843398584,16.3265306122449,10.1624323198667,13.9525197834236,16.5764264889629,0.0392063492063492,0.0258169934640523,0.0269005847953216,0.027054794520548,0.0268229166666667,0.0353153153153153,0.0271111111111111,0.035337552742616,0.0360507246376812,105,102,114,146,128,185,150,158,184
3,18,8.24656393169513,8.5381091211995,10.6205747605165,11.7034568929613,9.53769262807164,11.4119117034569,9.99583506872137,16.0766347355269,13.8692211578509,0.0311320754716981,0.0266927083333333,0.031021897810219,0.0285569105691057,0.0293589743589744,0.0328537170263789,0.0363636363636364,0.0402083333333334,0.035126582278481,106,128,137,164,130,139,110,160,158
3,19,8.41316118284048,10.3290295710121,11.2869637650979,9.95418575593503,8.45481049562682,13.1611828404831,11.4535610162432,13.4110787172012,13.5360266555602,0.0285310734463277,0.0263269639065817,0.0309360730593607,0.0274712643678161,0.0258269720101781,0.0329166666666667,0.0307606263982103,0.0329243353783231,0.0300925925925926,118,157,146,145,131,160,149,163,180
3,20,9.2877967513536,6.45564348188255,12.9112869637651,8.62140774677218,12.4947938359017,12.411495210329,11.3286130778842,14.6605581007913,11.8284048313203,0.0302168021680217,0.0271929824561404,0.0313131313131313,0.0246428571428572,0.0318471337579618,0.0349765258215963,0.0335802469135803,0.0349206349206349,0.0309368191721133,123,95,165,140,157,142,135,168,153
3,21,12.5780924614744,7.37192836318201,11.8284048313203,10.1207830070804,9.37109537692628,9.95418575593503,9.16284881299459,14.1191170345689,15.4518950437318,0.0331140350877193,0.0258771929824562,0.029957805907173,0.0253125,0.0267857142857143,0.0301767676767677,0.0291005291005291,0.0315642458100559,0.0332437275985663,152,114,158,160,140,132,126,179,186
3,22,8.28821324448147,8.45481049562682,14.7855060391504,10.9537692628072,9.07955018742191,10.2457309454394,10.6622240733028,13.2028321532695,14.3273635985006,0.0255128205128205,0.0254385964912281,0.0287216828478965,0.0259368836291913,0.0240618101545254,0.0262820512820513,0.0280701754385965,0.0318273092369478,0.028956228956229,130,133,206,169,151,156,152,166,198
3,23,7.33027905039567,10.1624323198667,11.1203665139525,9.16284881299459,8.87130362349021,14.4523115368596,9.57934194085798,15.0354019158684,14.2857142857143,0.0242424242424243,0.0246464646464647,0.0268072289156627,0.0244444444444445,0.0262962962962963,0.0340196078431373,0.0309139784946237,0.0341856060606061,0.0310688405797102,121,165,166,150,135,170,124,176,184
3,24,9.07955018742191,10.079133694294,10.3706788837984,10.2873802582257,9.37109537692628,11.7867555185339,10.9537692628072,14.493960849646,13.5776759683465,0.0302777777777778,0.0272522522522523,0.0278523489932886,0.0257291666666667,0.0264084507042254,0.0302350427350427,0.0315347721822542,0.0325842696629214,0.0312260536398467,120,148,149,160,142,156,139,178,174
3,25,10.8288213244481,8.70470637234486,11.2453144523115,11.911703456893,7.99666805497709,10.1624323198667,12.7446897126197,12.4947938359017,13.9108704706372,0.024482109227872,0.0235360360360361,0.0254237288135593,0.0246977547495682,0.0210526315789474,0.0232380952380953,0.0241706161137441,0.0247524752475248,0.0245227606461087,177,148,177,193,152,175,211,202,227
3,26,11.5368596418159,7.37192836318201,11.2453144523115,12.036651395252,7.87172011661808,11.4119117034569,10.7038733860891,13.6609745939192,14.1607663473553,0.0322843822843823,0.0239837398373984,0.0272727272727273,0.0247008547008547,0.0244186046511628,0.0275100401606426,0.0297453703703704,0.0307116104868914,0.0318352059925094,143,123,165,195,129,166,144,178,178
3,27,10.1207830070804,10.2040816326531,10.8288213244481,10.4956268221574,9.53769262807164,10.9537692628072,10.9537692628072,12.28654727197,14.618908788005,0.0287234042553192,0.0240196078431373,0.0267489711934157,0.0242774566473989,0.0240041928721174,0.0265656565656566,0.0277426160337553,0.0284200385356455,0.0286764705882353,141,170,162,173,159,165,158,173,204
3,28,6.45564348188255,8.45481049562682,13.6609745939192,10.0374843815077,9.12119950020825,10.7038733860891,11.5785089546022,14.7022074135777,15.2852977925864,0.0253267973856209,0.0246958637469586,0.0295495495495496,0.025583864118896,0.0278625954198473,0.027457264957265,0.0279116465863454,0.0358739837398374,0.0298373983739838,102,137,185,157,131,156,166,164,205
3,29,8.28821324448147,9.95418575593503,5.66430653894211,11.1620158267389,8.95460224906289,11.2036651395252,11.6201582673886,16.6597251145356,16.4931278633903,0.0283475783475784,0.0263796909492274,0.0236111111111111,0.0253787878787879,0.0259661835748792,0.0315727699530517,0.036328125,0.0385356454720617,0.0364640883977901,117,151,96,176,138,142,128,173,181
3,30,8.62140774677218,8.70470637234486,13.0362349021241,10.6622240733028,9.07955018742191,10.9121199500208,10.7038733860891,15.3685964181591,12.9112869637651,0.0239583333333333,0.0226190476190476,0.0260833333333333,0.0248062015503876,0.0217564870259481,0.023992673992674,0.0244761904761905,0.0280821917808219,0.025963149078727,144,154,200,172,167,182,175,219,199
3,31,10.3706788837984,9.32944606413994,11.2869637650979,8.49645980841316,8.03831736776343,11.911703456893,9.32944606413994,18.5339441899209,12.7030403998334,0.0334677419354839,0.0274509803921569,0.0280538302277433,0.0259541984732825,0.0265840220385675,0.029979035639413,0.0313725490196079,0.0436274509803922,0.0300788954635109,124,136,161,131,121,159,119,170,169
3,32,7.20533111203665,9.12119950020825,14.5356101624323,12.036651395252,7.91336942940441,11.7034568929613,10.2457309454394,13.2861307788421,13.9108704706372,0.025975975975976,0.0235483870967742,0.0290833333333333,0.0249568221070812,0.0219907407407408,0.0275490196078431,0.026797385620915,0.0314595660749507,0.0285470085470086,111,155,200,193,144,170,153,169,195
3,33,7.49687630154102,7.20533111203665,10.9954185755935,10.6622240733028,9.53769262807164,9.20449812578092,13.2861307788421,15.2436484798001,16.3265306122449,0.0211267605633803,0.021358024691358,0.0260355029585799,0.0226950354609929,0.022991967871486,0.0228778467908903,0.0278359511343805,0.0260683760683761,0.0286549707602339,142,135,169,188,166,161,191,234,228
3,34,8.16326530612245,10.9954185755935,13.1195335276968,9.16284881299459,10.1207830070804,8.66305705955852,9.41274468971262,15.8267388588088,14.5356101624323,0.0259259259259259,0.0243093922651934,0.0261194029850746,0.0215686274509804,0.0216577540106952,0.0235827664399093,0.0244588744588745,0.0294573643410853,0.0255116959064328,126,181,201,170,187,147,154,215,228
3,35,9.66264056643065,8.82965431070387,9.70428987921699,10.079133694294,10.4123281965848,10.1207830070804,10.3290295710121,13.5776759683465,17.2428154935444,0.0266666666666667,0.0245370370370371,0.0308201058201058,0.0237254901960784,0.0262054507337526,0.0275510204081633,0.0273730684326711,0.0314065510597303,0.032093023255814,145,144,126,170,159,147,151,173,215
3,36,8.45481049562682,7.91336942940441,12.4531445231154,11.3286130778842,8.70470637234486,10.079133694294,11.8700541441066,13.9108704706372,15.2852977925864,0.0262273901808786,0.0215419501133787,0.0267921146953405,0.0245045045045045,0.0221868365180467,0.0265350877192983,0.0254010695187166,0.0274220032840723,0.029549114331723,129,147,186,185,157,152,187,203,207
3,37,10.079133694294,12.036651395252,10.7871720116618,8.87130362349021,7.70512286547272,12.28654727197,9.82923781757601,15.1603498542274,13.2444814660558,0.0325268817204301,0.0280038759689923,0.0278494623655914,0.0261029411764706,0.0252732240437159,0.0294411177644711,0.0309711286089239,0.0383966244725739,0.030635838150289,124,172,155,136,122,167,127,158,173
3,38,6.66389004581424,9.07955018742191,15.1603498542274,10.4123281965848,10.0374843815077,10.1624323198667,10.7038733860891,13.1195335276968,14.5772594752187,0.0233918128654971,0.0228511530398323,0.0303333333333333,0.0226449275362319,0.0228219696969697,0.0243512974051896,0.0249031007751938,0.0303468208092486,0.025035765379113,114,159,200,184,176,167,172,173,233
3,39,7.49687630154102,9.03790087463557,12.3698458975427,11.7034568929613,9.91253644314869,9.53769262807164,9.66264056643065,15.6601416076635,14.618908788005,0.0265486725663717,0.0239514348785872,0.0273480662983426,0.023534338358459,0.023062015503876,0.023559670781893,0.0254385964912281,0.0291472868217054,0.0274647887323944,113,151,181,199,172,162,152,215,213
3,40,7.99666805497709,7.83007080383174,10.4539775093711,11.3702623906706,7.49687630154102,12.8696376509788,11.6201582673886,14.4523115368596,15.9100374843815,0.0235294117647059,0.0217592592592593,0.0259834368530021,0.0263005780346821,0.0217391304347826,0.0271052631578947,0.0267241379310345,0.0289166666666667,0.0309061488673139,136,144,161,173,138,190,174,200,206
3,41,7.20533111203665,9.37109537692628,14.9104539775094,9.07955018742191,13.4943773427738,9.91253644314869,8.5381091211995,14.2857142857143,13.2028321532695,0.0221794871794872,0.024671052631579,0.0305982905982906,0.0247165532879819,0.0263414634146342,0.0255913978494624,0.0238927738927739,0.0273524720893142,0.0276614310645724,130,152,195,147,205,155,143,209,191
3,42,9.16284881299459,6.99708454810496,11.4535610162432,11.2453144523115,10.4956268221574,10.1207830070804,12.3281965847564,14.7022074135777,13.4943773427738,0.027363184079602,0.023728813559322,0.0293803418803419,0.0243243243243243,0.0257668711656442,0.0253125,0.0263814616755793,0.0300170068027211,0.0262135922330097,134,118,156,185,163,160,187,196,206
3,43,7.53852561432736,9.16284881299459,13.8275718450646,8.87130362349021,9.4960433152853,9.82923781757601,11.0787172011662,14.743856726364,15.3685964181591,0.0251388888888889,0.0229166666666667,0.0304029304029304,0.0226114649681529,0.0245161290322581,0.0282973621103118,0.0254789272030651,0.0322404371584699,0.0305970149253731,120,160,182,157,155,139,174,183,201
3,44,9.57934194085798,8.78800499791753,11.3286130778842,10.3706788837984,9.32944606413994,10.9537692628072,9.82923781757601,15.5351936693045,14.2857142857143,0.0266203703703704,0.0240867579908676,0.0254681647940075,0.0231843575418995,0.0231884057971015,0.0264056224899599,0.0260485651214128,0.0320446735395189,0.0259848484848485,144,146,178,179,161,166,151,194,220
3,45,6.91378592253228,8.28821324448147,16.7013744273219,11.0370678883798,6.49729279466889,12.8696376509788,7.62182423990004,13.7442732194919,16.3265306122449,0.0256172839506173,0.0219646799116998,0.0316745655608215,0.0249529190207156,0.0228070175438597,0.026010101010101,0.0254166666666667,0.0316091954022989,0.0281609195402299,108,151,211,177,114,198,120,174,232
3,46,8.41316118284048,7.37192836318201,11.4952103290296,8.82965431070387,9.95418575593503,10.8288213244481,10.4539775093711,18.0758017492711,14.5772594752187,0.0311728395061729,0.0313829787234043,0.0365079365079365,0.0292011019283747,0.0290754257907543,0.0328282828282828,0.0312189054726368,0.0413333333333333,0.0378787878787879,108,94,126,121,137,132,134,175,154
3,47,9.03790087463557,7.91336942940441,12.0783007080383,8.78800499791753,10.4539775093711,10.4123281965848,10.1624323198667,17.5760099958351,13.5360266555602,0.0276081424936387,0.0238095238095238,0.0284313725490196,0.0249408983451537,0.0247534516765286,0.0262054507337526,0.026236559139785,0.0382246376811594,0.0270833333333333,131,133,170,141,169,159,155,184,200
3,48,8.99625156184923,7.5801749271137,10.7455226988755,11.7451062057476,7.0387338608913,11.3702623906706,11.0370678883798,16.2015826738859,15.2852977925864,0.0279069767441861,0.0242666666666667,0.0311594202898551,0.0305194805194805,0.0240740740740741,0.0315972222222222,0.0322384428223844,0.0346702317290553,0.0368473895582329,129,125,138,154,117,144,137,187,166
3,49,13.3694294044148,5.74760516451479,6.78883798417326,5.91420241566014,6.70553935860058,17.201166180758,9.53769262807164,22.7405247813411,11.9950020824656,0.0428,0.0270588235294118,0.0268976897689769,0.0249122807017544,0.0315686274509804,0.0517543859649123,0.0356697819314642,0.0561728395061728,0.0377952755905512,125,85,101,95,85,133,107,162,127
3,50,7.66347355268638,7.91336942940441,9.12119950020825,10.079133694294,9.2877967513536,11.3286130778842,12.9945855893378,16.4098292378176,15.2019991670137,0.0316151202749141,0.0251322751322751,0.0282945736434109,0.0282051282051282,0.0302168021680217,0.0308390022675737,0.0358620689655172,0.038401559454191,0.0316840277777778,97,126,129,143,123,147,145,171,192
3,51,9.24614743856726,8.87130362349021,11.4119117034569,10.1624323198667,9.62099125364431,8.95460224906289,11.911703456893,14.369012911287,15.4518950437318,0.0342592592592593,0.0246527777777778,0.0308558558558559,0.0284382284382285,0.0285185185185185,0.0306267806267806,0.0347931873479319,0.0373376623376623,0.0368055555555556,108,144,148,143,135,117,137,154,168
3,52,7.83007080383174,8.91295293627655,11.3702623906706,9.99583506872137,8.37151187005414,10.4539775093711,10.4539775093711,15.5768429820908,17.0345689296127,0.030718954248366,0.0264197530864198,0.0277439024390244,0.0242424242424243,0.0241007194244604,0.0290509259259259,0.0309876543209877,0.0350187265917603,0.0366487455197133,102,135,164,165,139,144,135,178,186
3,53,9.53769262807164,8.5381091211995,11.0787172011662,9.87088713036235,9.99583506872137,11.9950020824656,10.3706788837984,15.2852977925864,13.3277800916285,0.0278588807785888,0.0264857881136951,0.0297539149888143,0.0278169014084507,0.0310077519379845,0.0315789473684211,0.0288194444444445,0.0359803921568628,0.0339702760084926,137,129,149,142,129,152,144,170,157
3,54,6.95543523531862,10.2457309454394,9.78758850478967,10.7871720116618,9.95418575593503,8.07996668054977,14.7855060391504,12.0783007080383,17.326114119117,0.0296099290780142,0.0310606060606061,0.0283816425120773,0.0291666666666667,0.0306410256410256,0.0283625730994152,0.0419621749408984,0.0333333333333333,0.035016835016835,94,132,138,148,130,114,141,145,198
3,55,8.87130362349021,8.95460224906289,13.2028321532695,9.70428987921699,10.8288213244481,10.079133694294,12.6613910870471,12.7030403998334,12.9945855893378,0.0293388429752066,0.0259661835748792,0.0312623274161736,0.028345498783455,0.0303030303030303,0.0272522522522523,0.0316666666666667,0.030439121756487,0.0292134831460674,121,138,169,137,143,148,160,167,178
3,56,7.45522698875469,9.78758850478967,10.7038733860891,10.9954185755935,9.82923781757601,10.2873802582257,11.9950020824656,15.2019991670137,13.7442732194919,0.026401179941003,0.0270114942528736,0.0303782505910166,0.0280254777070064,0.0250530785562633,0.0311868686868687,0.0296296296296296,0.0318499127399651,0.0300546448087432,113,145,141,157,157,132,162,191,183
3,57,10.9537692628072,5.70595585172845,11.8284048313203,5.99750104123282,10.1207830070804,11.3702623906706,11.9533527696793,18.1174510620575,13.9525197834236,0.0339793281653747,0.0253703703703704,0.0361323155216285,0.0244897959183673,0.0275510204081633,0.033955223880597,0.0316777041942605,0.0398351648351649,0.033234126984127,129,90,131,98,147,134,151,182,168
3,58,10.8704706372345,6.37234485630987,12.3281965847564,9.70428987921699,8.7463556851312,11.8700541441066,10.6622240733028,15.0770512286547,14.369012911287,0.029,0.0257575757575758,0.0285163776493256,0.0255482456140351,0.0299145299145299,0.0302547770700637,0.0306954436450839,0.0344761904761905,0.031767955801105,150,99,173,152,117,157,139,175,181
3,59,7.5801749271137,11.8700541441066,9.53769262807164,8.57975843398584,8.57975843398584,9.74593919200333,12.28654727197,15.7017909204498,16.1182840483132,0.025068870523416,0.0296875,0.0270685579196218,0.0236781609195402,0.0264102564102564,0.0286764705882353,0.0327777777777778,0.037624750499002,0.0310096153846154,121,160,141,145,130,136,150,167,208
3,60,12.0783007080383,6.20574760516451,11.8284048313203,10.7871720116618,7.37192836318201,13.1195335276968,8.45481049562682,14.0358184089963,16.1182840483132,0.034037558685446,0.0234276729559748,0.029957805907173,0.0256944444444445,0.0245833333333333,0.0318181818181818,0.0284313725490196,0.036236559139785,0.0337696335078534,142,106,158,168,120,165,119,155,191
3,61,7.45522698875469,10.1207830070804,10.7871720116618,10.7038733860891,9.37109537692628,12.4947938359017,8.66305705955852,16.7430237401083,13.6609745939192,0.0284126984126984,0.0287234042553192,0.0297701149425287,0.0256487025948104,0.030241935483871,0.0304878048780488,0.0298850574712644,0.0401197604790419,0.0327345309381238,105,141,145,167,124,164,116,167,167
3,62,5.08121615993336,6.45564348188255,13.4527280299875,10.3290295710121,10.9121199500208,10.2873802582257,10.2040816326531,18.7005414410662,14.5772594752187,0.0231060606060606,0.0226608187134503,0.0316666666666667,0.0237547892720307,0.0236036036036036,0.0263888888888889,0.0291666666666667,0.0366830065359477,0.0280448717948718,88,114,170,174,185,156,140,204,208
3,63,7.16368179925031,8.24656393169513,11.3286130778842,10.5372761349438,12.0783007080383,10.1624323198667,11.0370678883798,15.4518950437318,13.9525197834236,0.0233062330623306,0.022,0.0249084249084249,0.024515503875969,0.023462783171521,0.0242063492063492,0.0252380952380953,0.0300161812297735,0.027504105090312,123,150,182,172,206,168,175,206,203
3,64,10.6622240733028,7.20533111203665,12.2448979591837,11.2453144523115,8.12161599333611,8.78800499791753,9.82923781757601,18.2007496876302,13.7026239067055,0.0325699745547074,0.0274603174603175,0.0312101910828026,0.0288461538461539,0.0251937984496124,0.0274739583333333,0.0278959810874705,0.0385361552028219,0.0313333333333333,131,105,157,156,129,128,141,189,175
3,65,9.4960433152853,12.0783007080383,7.5801749271137,9.45439400249896,9.03790087463557,12.5780924614744,12.036651395252,12.536443148688,15.2019991670137,0.0245161290322581,0.0247863247863248,0.0215130023640662,0.0230691056910569,0.0227463312368973,0.0278084714548803,0.0267592592592593,0.0325757575757576,0.0282945736434109,155,195,141,164,159,181,180,154,215
3,66,7.5801749271137,9.4960433152853,8.66305705955852,8.91295293627655,10.5789254477301,13.9941690962099,12.411495210329,15.3269471053728,12.9945855893378,0.0268436578171092,0.0243589743589744,0.0262626262626263,0.0244292237442923,0.0284116331096197,0.0337349397590362,0.0312368972746331,0.0331531531531532,0.0288888888888889,113,156,132,146,149,166,159,185,180
3,67,9.07955018742191,11.6618075801749,8.28821324448147,8.70470637234486,7.41357767596835,10.8288213244481,13.3277800916285,15.8267388588088,14.868804664723,0.033030303030303,0.0333333333333333,0.0328382838283829,0.028551912568306,0.027217125382263,0.0401234567901235,0.0404040404040404,0.039832285115304,0.0428057553956835,110,140,101,122,109,108,132,159,139
3,68,7.91336942940441,6.78883798417326,11.4952103290296,10.4539775093711,7.87172011661808,11.4952103290296,11.4535610162432,16.4514785506039,16.0766347355269,0.0255376344086022,0.0226388888888889,0.0289308176100629,0.0253535353535354,0.025,0.0285714285714286,0.0303532008830022,0.0357789855072464,0.0306349206349206,124,120,159,165,126,161,151,184,210
