group,subject,Time_coverage_1,Time_coverage_2,Time_coverage_3,Duration_1,Duration_2,Duration_3,Occurrence_1,Occurrence_2,Occurrence_3
2,12,37.1928363182007,32.4031653477718,30.4039983340275,0.0693322981366459,0.0648333333333333,0.0568535825545171,322,300,321
2,13,37.0678883798417,30.6538942107455,32.2782174094127,0.0761986301369863,0.0585987261146497,0.0603582554517134,292,314,321
2,14,35.6101624323199,31.820074968763,32.5697625989171,0.0685096153846154,0.0697080291970803,0.0653846153846154,312,274,299
2,15,35.1103706788838,32.3198667221991,32.5697625989171,0.07025,0.0673611111111111,0.0674137931034483,300,288,290
2,16,37.9841732611412,34.5272802998751,27.4885464389838,0.109090909090909,0.0917035398230089,0.0637065637065637,209,226,259
2,17,33.6942940441483,34.2357351103707,32.0699708454811,0.0667491749174917,0.0632307692307692,0.0613057324840764,303,325,314
2,18,34.6105789254477,35.0687213660975,30.3206997084548,0.0766605166051661,0.0869834710743801,0.0681647940074906,271,242,267
2,19,34.7771761765931,34.6938775510204,30.5289462723865,0.0673387096774194,0.0678338762214984,0.0589228295819936,310,307,311
2,20,34.402332361516,34.027488546439,31.570179092045,0.0697635135135135,0.0680833333333333,0.0617263843648208,296,300,307
2,21,38.0674718867139,31.6534777176177,30.2790503956685,0.0737096774193548,0.0627062706270627,0.0597861842105263,310,303,304
2,22,38.692211578509,32.2782174094127,29.0295710120783,0.0675145348837209,0.0576636904761905,0.0536153846153846,344,336,325
2,23,34.7355268638067,36.6513952519783,28.6130778842149,0.0631818181818182,0.0753424657534247,0.0592241379310345,330,292,290
2,24,39.067055393586,30.5289462723865,30.4039983340275,0.0726006191950464,0.0606788079470199,0.061241610738255,323,302,298
2,25,36.234902124115,32.6530612244898,31.1120366513953,0.0600828729281768,0.0513089005235602,0.0521648044692737,362,382,358
2,26,36.4431486880466,31.5285297792586,32.0283215326947,0.0692246835443038,0.0575227963525836,0.0608386075949367,316,329,316
2,27,37.3594335693461,33.6526447313619,28.987921699292,0.0629915730337079,0.0562674094707521,0.0501440922190201,356,359,347
2,28,31.1536859641816,31.6534777176177,37.1928363182007,0.0621262458471761,0.056547619047619,0.0729575163398693,301,336,306
2,29,36.734693877551,34.1940857975843,29.0712203248646,0.0801818181818182,0.0651587301587302,0.0550473186119874,275,315,317
2,30,36.1516034985423,32.6114119117035,31.2369845897543,0.0607843137254902,0.0536301369863014,0.0548245614035087,357,365,342
